time,open,high,low,close,tick_volume,spread,real_volume
2014-01-03 12:00:00,1.08467,1.0849199999999999,1.08349,1.08349,2088,5,0
2014-01-03 13:00:00,1.08349,1.08499,1.08336,1.0847,2663,12,0
2014-01-03 14:00:00,1.08471,1.08471,1.08243,1.0842,3042,10,0
2014-01-03 15:00:00,1.08421,1.08484,1.08216,1.08237,2951,10,0
2014-01-03 16:00:00,1.08236,1.08294,1.08182,1.08196,2396,9,0
2014-01-03 17:00:00,1.08194,1.0826,1.08182,1.08253,1704,15,0
2014-01-03 18:00:00,1.08253,1.08289,1.0819,1.08211,1131,18,0
2014-01-03 19:00:00,1.08212,1.08253,1.08154,1.08191,1138,12,0
2014-01-03 20:00:00,1.08191,1.08224,1.08009,1.08031,1440,8,0
2014-01-03 21:00:00,1.08032,1.08128,1.08032,1.08059,793,23,0
2014-01-05 00:00:00,1.08164,1.08414,1.08164,1.08394,2296,240,0
2014-01-05 23:00:00,1.08267,1.08463,1.08207,1.08439,1797,3,0
2014-01-06 00:00:00,1.08433,1.08599,1.08404,1.08528,1760,5,0
2014-01-06 01:00:00,1.08528,1.08592,1.08376,1.0848200000000001,2120,5,0
2014-01-06 02:00:00,1.0848200000000001,1.08545,1.08402,1.08421,1817,4,0
2014-01-06 03:00:00,1.08421,1.08447,1.08313,1.08363,1367,6,0
2014-01-06 04:00:00,1.08363,1.08429,1.08334,1.08354,1042,8,0
2014-01-06 05:00:00,1.08354,1.08468,1.0834,1.0835,1067,10,0
2014-01-06 06:00:00,1.08349,1.08394,1.08293,1.08313,1155,1,0
2014-01-06 07:00:00,1.08313,1.0844,1.08247,1.08359,1847,7,0
2014-01-06 08:00:00,1.08357,1.0838700000000001,1.0824799999999999,1.08373,2221,11,0
2014-01-06 09:00:00,1.08369,1.08372,1.08196,1.08201,1925,9,0
2014-01-06 10:00:00,1.0820400000000001,1.08259,1.08181,1.08239,1359,10,0
2014-01-06 11:00:00,1.08239,1.08255,1.08118,1.08166,1621,10,0
2014-01-06 12:00:00,1.08166,1.08244,1.07967,1.0801,1774,3,0
2014-01-06 13:00:00,1.08011,1.08099,1.08006,1.08066,1751,9,0
2014-01-06 14:00:00,1.08066,1.08159,1.08018,1.08028,2340,11,0
2014-01-06 15:00:00,1.08014,1.08159,1.07994,1.08124,3103,6,0
2014-01-06 16:00:00,1.08123,1.08149,1.07986,1.08075,2360,8,0
2014-01-06 17:00:00,1.08075,1.08091,1.07972,1.08049,1771,12,0
2014-01-06 18:00:00,1.08049,1.08058,1.07962,1.0803,1390,12,0
2014-01-06 19:00:00,1.08034,1.08154,1.07973,1.0814,1023,16,0
2014-01-06 20:00:00,1.08137,1.08137,1.08052,1.08095,847,12,0
2014-01-06 21:00:00,1.08099,1.08142,1.08042,1.08119,1055,13,0
2014-01-06 22:00:00,1.08119,1.08154,1.0799,1.08129,756,2,0
2014-01-06 23:00:00,1.08132,1.08271,1.08069,1.08175,1113,1,0
2014-01-07 00:00:00,1.08177,1.08266,1.07991,1.08072,2371,10,0
2014-01-07 01:00:00,1.08073,1.08128,1.07937,1.07956,1927,3,0
2014-01-07 02:00:00,1.07963,1.08089,1.07948,1.08079,1412,12,0
2014-01-07 03:00:00,1.08079,1.08136,1.08004,1.08042,1795,10,0
2014-01-07 04:00:00,1.08036,1.08139,1.07963,1.08006,1403,11,0
2014-01-07 05:00:00,1.08007,1.08038,1.079,1.07976,1669,3,0
2014-01-07 06:00:00,1.07981,1.08008,1.07814,1.07959,1599,9,0
2014-01-07 07:00:00,1.07959,1.08006,1.07917,1.07955,1490,12,0
2014-01-07 08:00:00,1.07955,1.07979,1.0786,1.07902,1844,7,0
2014-01-07 09:00:00,1.07902,1.0792,1.07659,1.07676,2019,7,0
2014-01-07 10:00:00,1.07675,1.0773,1.07559,1.07569,1722,4,0
2014-01-07 11:00:00,1.07566,1.0768,1.0754,1.07657,1767,8,0
2014-01-07 12:00:00,1.07657,1.07724,1.07594,1.07639,2005,5,0
2014-01-07 13:00:00,1.07644,1.07742,1.07595,1.07671,2449,5,0
2014-01-07 14:00:00,1.07673,1.07721,1.07573,1.0763,2645,12,0
2014-01-07 15:00:00,1.07632,1.07732,1.07574,1.07691,3327,7,0
2014-01-07 16:00:00,1.07684,1.07709,1.07584,1.07636,1669,2,0
2014-01-07 17:00:00,1.07632,1.07714,1.07594,1.07644,1509,12,0
2014-01-07 18:00:00,1.07644,1.07763,1.07601,1.0772,1131,12,0
2014-01-07 19:00:00,1.07717,1.07739,1.07594,1.07615,1036,8,0
2014-01-07 20:00:00,1.07615,1.07681,1.07594,1.07663,999,12,0
2014-01-07 21:00:00,1.07662,1.07789,1.07616,1.07709,1374,7,0
2014-01-07 22:00:00,1.07717,1.07858,1.07591,1.076,980,12,0
2014-01-07 23:00:00,1.0762,1.0774,1.0760399999999999,1.07687,1148,14,0
2014-01-08 00:00:00,1.07681,1.07764,1.07645,1.07747,1678,5,0
2014-01-08 01:00:00,1.07748,1.07842,1.07691,1.07738,1787,5,0
2014-01-08 02:00:00,1.07734,1.07758,1.07599,1.07645,1472,8,0
2014-01-08 03:00:00,1.07646,1.07666,1.07587,1.07613,1488,4,0
2014-01-08 04:00:00,1.07612,1.07679,1.07594,1.07664,1359,12,0
2014-01-08 05:00:00,1.07664,1.07722,1.0764,1.07643,1255,12,0
2014-01-08 06:00:00,1.07643,1.07744,1.07632,1.07709,1552,7,0
2014-01-08 07:00:00,1.07709,1.07769,1.07675,1.07723,1700,6,0
2014-01-08 08:00:00,1.07729,1.07794,1.07677,1.07722,1939,9,0
2014-01-08 09:00:00,1.07724,1.07783,1.07647,1.07781,1504,11,0
2014-01-08 10:00:00,1.07779,1.07824,1.07696,1.07783,2024,9,0
2014-01-08 11:00:00,1.07785,1.07785,1.07699,1.07723,1198,9,0
2014-01-08 12:00:00,1.07721,1.07748,1.07626,1.07653,1491,11,0
2014-01-08 13:00:00,1.07654,1.07694,1.07539,1.07579,2956,2,0
2014-01-08 14:00:00,1.07576,1.07686,1.07558,1.0766499999999999,2888,8,0
2014-01-08 15:00:00,1.0766499999999999,1.0771600000000001,1.07554,1.07683,2983,10,0
2014-01-08 16:00:00,1.0768,1.07691,1.07534,1.07599,2594,7,0
2014-01-08 17:00:00,1.07599,1.07626,1.0751,1.07567,1574,12,0
2014-01-08 18:00:00,1.07564,1.07602,1.07527,1.07547,1267,12,0
2014-01-08 19:00:00,1.0755,1.07867,1.07506,1.07757,3161,8,0
2014-01-08 20:00:00,1.07759,1.07827,1.0772599999999999,1.07806,1089,12,0
2014-01-08 21:00:00,1.07816,1.07823,1.0764,1.0765500000000001,1245,7,0
2014-01-08 22:00:00,1.07658,1.07674,1.07545,1.07561,1336,12,0
2014-01-08 23:00:00,1.07563,1.07619,1.07519,1.07584,1011,12,0
2014-01-09 00:00:00,1.07589,1.07798,1.07504,1.07758,1929,12,0
2014-01-09 01:00:00,1.07754,1.07847,1.07644,1.07688,1978,9,0
2014-01-09 02:00:00,1.07688,1.0773,1.07527,1.07594,2198,1,0
2014-01-09 03:00:00,1.07594,1.07641,1.07515,1.07556,1464,8,0
2014-01-09 04:00:00,1.07553,1.07637,1.07539,1.07561,1015,12,0
2014-01-09 05:00:00,1.0756000000000001,1.07584,1.07516,1.07545,1032,10,0
2014-01-09 06:00:00,1.07545,1.07555,1.07429,1.07464,1381,4,0
2014-01-09 07:00:00,1.07461,1.07541,1.07427,1.07463,1381,12,0
2014-01-09 08:00:00,1.07463,1.07473,1.07352,1.074,1870,12,0
2014-01-09 09:00:00,1.07398,1.07449,1.07349,1.07394,1672,10,0
2014-01-09 10:00:00,1.07399,1.07563,1.07382,1.07526,1800,11,0
2014-01-09 11:00:00,1.07524,1.07599,1.07485,1.07582,1288,12,0
2014-01-09 12:00:00,1.07582,1.07589,1.07485,1.07509,1662,9,0
2014-01-09 13:00:00,1.07509,1.07712,1.07428,1.07692,2949,5,0
2014-01-09 14:00:00,1.07694,1.07712,1.07595,1.07683,2441,12,0
2014-01-09 15:00:00,1.07683,1.07712,1.07597,1.07678,2748,9,0
2014-01-09 16:00:00,1.07676,1.07791,1.07664,1.07721,2260,11,0
2014-01-09 17:00:00,1.07723,1.07842,1.0772,1.07833,1481,11,0
2014-01-09 18:00:00,1.0785,1.07864,1.07752,1.07769,1065,12,0
2014-01-09 19:00:00,1.07769,1.07893,1.07763,1.0777700000000001,1013,3,0
2014-01-09 20:00:00,1.07773,1.07843,1.07691,1.07796,1409,6,0
2014-01-09 21:00:00,1.07792,1.07856,1.07774,1.07774,1063,12,0
2014-01-09 22:00:00,1.07779,1.07916,1.0776,1.07893,1412,10,0
2014-01-09 23:00:00,1.07893,1.07962,1.07851,1.07885,962,12,0
2014-01-10 00:00:00,1.07881,1.07931,1.07776,1.07794,1355,1,0
2014-01-10 01:00:00,1.07791,1.07933,1.0779,1.07814,2078,8,0
2014-01-10 02:00:00,1.07814,1.07944,1.07793,1.07903,1851,11,0
2014-01-10 03:00:00,1.07903,1.07941,1.0787,1.07893,976,3,0
2014-01-10 04:00:00,1.07893,1.08035,1.07873,1.07998,977,8,0
2014-01-10 05:00:00,1.07993,1.08034,1.0796000000000001,1.07969,825,15,0
2014-01-10 06:00:00,1.07969,1.08025,1.07914,1.0795,1130,8,0
2014-01-10 07:00:00,1.0795,1.08049,1.07949,1.08003,1110,11,0
2014-01-10 08:00:00,1.08003,1.08014,1.07893,1.07938,1428,5,0
2014-01-10 09:00:00,1.07938,1.08045,1.07891,1.07992,1883,12,0
2014-01-10 10:00:00,1.07994,1.08068,1.07952,1.08064,1105,10,0
2014-01-10 11:00:00,1.0806499999999999,1.08334,1.08035,1.08289,1615,3,0
2014-01-10 12:00:00,1.08289,1.08307,1.0822,1.08254,1529,10,0
2014-01-10 13:00:00,1.08252,1.08397,1.08078,1.08232,3829,8,0
2014-01-10 14:00:00,1.08225,1.08385,1.0804,1.08371,4434,5,0
2014-01-10 15:00:00,1.08371,1.08477,1.08149,1.08161,3562,5,0
2014-01-10 16:00:00,1.08172,1.08371,1.08149,1.08321,2310,5,0
2014-01-10 17:00:00,1.08321,1.08419,1.08315,1.08395,1445,12,0
2014-01-10 18:00:00,1.08394,1.0842,1.08332,1.08341,1033,16,0
2014-01-10 19:00:00,1.08341,1.08444,1.08327,1.08356,1561,12,0
2014-01-10 20:00:00,1.08312,1.08429,1.08312,1.08376,1231,7,0
2014-01-10 21:00:00,1.0838,1.08429,1.08277,1.08279,936,13,0
2014-01-12 00:00:00,1.08415,1.0848,1.0822,1.0848,841,240,0
2014-01-12 23:00:00,1.08434,1.0854,1.08377,1.08525,1151,4,0
2014-01-13 00:00:00,1.08525,1.08573,1.08455,1.08469,1658,4,0
2014-01-13 01:00:00,1.08469,1.08567,1.08386,1.08471,2698,6,0
2014-01-13 02:00:00,1.0847,1.08572,1.08439,1.08478,1833,2,0
2014-01-13 03:00:00,1.0845,1.08472,1.08329,1.08373,1279,12,0
2014-01-13 04:00:00,1.08373,1.08476,1.08373,1.08451,1542,2,0
2014-01-13 05:00:00,1.08452,1.08475,1.08359,1.08407,1430,5,0
2014-01-13 06:00:00,1.08403,1.08453,1.0833,1.0836,1449,9,0
2014-01-13 07:00:00,1.0836,1.08584,1.08344,1.08533,1840,11,0
2014-01-13 08:00:00,1.08531,1.0861399999999999,1.08435,1.08536,2803,11,0
2014-01-13 09:00:00,1.08535,1.08561,1.08458,1.08476,2000,12,0
2014-01-13 10:00:00,1.08479,1.08586,1.08223,1.08459,2616,1,0
2014-01-13 11:00:00,1.08454,1.08454,1.08279,1.08344,2191,7,0
2014-01-13 12:00:00,1.08344,1.08388,1.08242,1.08372,1950,6,0
2014-01-13 13:00:00,1.08367,1.08386,1.08269,1.08322,2934,2,0
2014-01-13 14:00:00,1.08315,1.08514,1.0818,1.08427,2730,8,0
2014-01-13 15:00:00,1.08426,1.08461,1.08259,1.08263,2128,9,0
2014-01-13 16:00:00,1.08264,1.0830899999999999,1.08169,1.08244,1813,7,0
2014-01-13 17:00:00,1.08244,1.08269,1.0818,1.08233,1450,9,0
2014-01-13 18:00:00,1.0823,1.08279,1.08199,1.08251,1604,12,0
2014-01-13 19:00:00,1.08247,1.08284,1.08177,1.08192,1383,12,0
2014-01-13 20:00:00,1.08184,1.0825,1.0814300000000001,1.08172,1226,7,0
2014-01-13 21:00:00,1.08171,1.08172,1.07945,1.0804,1759,5,0
2014-01-13 22:00:00,1.08043,1.08125,1.07977,1.0806499999999999,945,13,0
2014-01-13 23:00:00,1.08062,1.08099,1.07976,1.08011,1202,9,0
2014-01-14 00:00:00,1.08014,1.08022,1.07854,1.07943,1966,2,0
2014-01-14 01:00:00,1.07938,1.07969,1.07788,1.07915,1651,10,0
2014-01-14 02:00:00,1.07915,1.07948,1.07884,1.07922,1116,5,0
2014-01-14 03:00:00,1.07919,1.07959,1.07884,1.07911,1263,7,0
2014-01-14 04:00:00,1.0791,1.07944,1.07727,1.07801,1355,2,0
2014-01-14 05:00:00,1.07802,1.0783800000000001,1.07734,1.07747,1178,12,0
2014-01-14 06:00:00,1.07747,1.07886,1.07734,1.07863,1270,12,0
2014-01-14 07:00:00,1.07863,1.07905,1.07692,1.07697,1945,2,0
2014-01-14 08:00:00,1.0769,1.0769,1.07481,1.07508,2553,9,0
2014-01-14 09:00:00,1.0751,1.07527,1.07287,1.07306,2803,7,0
2014-01-14 10:00:00,1.07304,1.07387,1.06869,1.072,2642,1,0
2014-01-14 11:00:00,1.07204,1.07223,1.07015,1.07043,2018,7,0
2014-01-14 12:00:00,1.07043,1.07129,1.06844,1.0694,2306,5,0
2014-01-14 13:00:00,1.0694,1.06965,1.06718,1.06891,2416,5,0
2014-01-14 14:00:00,1.06895,1.06976,1.06814,1.06827,2600,10,0
2014-01-14 15:00:00,1.06824,1.06863,1.06741,1.06852,2702,10,0
2014-01-14 16:00:00,1.06855,1.06976,1.06834,1.0691,2306,11,0
2014-01-14 17:00:00,1.06914,1.07033,1.06898,1.06916,1727,6,0
2014-01-14 18:00:00,1.0692,1.06952,1.06834,1.06868,1335,12,0
2014-01-14 19:00:00,1.06873,1.06965,1.06871,1.0692,1400,12,0
2014-01-14 20:00:00,1.06909,1.06997,1.06873,1.06979,1175,12,0
2014-01-14 21:00:00,1.06979,1.06989,1.06898,1.06934,961,2,0
2014-01-14 22:00:00,1.06924,1.07059,1.06812,1.07049,1175,14,0
2014-01-14 23:00:00,1.07041,1.07114,1.06985,1.07089,1407,4,0
2014-01-15 00:00:00,1.07091,1.07139,1.07044,1.0713300000000001,1367,5,0
2014-01-15 01:00:00,1.07128,1.07128,1.06957,1.07024,2611,2,0
2014-01-15 02:00:00,1.07019,1.07054,1.06875,1.06987,1920,9,0
2014-01-15 03:00:00,1.06991,1.0702,1.0694,1.06977,1128,8,0
2014-01-15 04:00:00,1.06977,1.06989,1.06809,1.06826,1289,11,0
2014-01-15 05:00:00,1.06835,1.06946,1.06811,1.06928,1122,12,0
2014-01-15 06:00:00,1.06929,1.06982,1.06863,1.06871,1438,7,0
2014-01-15 07:00:00,1.06871,1.06888,1.06785,1.06786,1989,5,0
2014-01-15 08:00:00,1.06782,1.06784,1.06556,1.06641,2590,6,0
2014-01-15 09:00:00,1.06641,1.06652,1.06439,1.06476,2206,10,0
2014-01-15 10:00:00,1.06476,1.06564,1.06405,1.06443,1774,4,0
2014-01-15 11:00:00,1.06443,1.06695,1.0644,1.06673,1811,8,0
2014-01-15 12:00:00,1.06673,1.06694,1.06646,1.06658,1834,11,0
2014-01-15 13:00:00,1.06658,1.06747,1.06543,1.06739,2871,10,0
2014-01-15 14:00:00,1.06734,1.06822,1.0665499999999999,1.06811,2292,11,0
2014-01-15 15:00:00,1.06812,1.069,1.06731,1.06884,2388,8,0
2014-01-15 16:00:00,1.06877,1.06928,1.06817,1.06908,2406,12,0
2014-01-15 17:00:00,1.06906,1.06941,1.06849,1.06866,1510,7,0
2014-01-15 18:00:00,1.0687,1.06934,1.06789,1.06871,1569,3,0
2014-01-15 19:00:00,1.06871,1.06883,1.06803,1.06825,1035,12,0
2014-01-15 20:00:00,1.06825,1.06913,1.06813,1.0685,965,12,0
2014-01-15 21:00:00,1.06848,1.06929,1.06792,1.06864,1304,1,0
2014-01-15 22:00:00,1.0688,1.0691,1.06766,1.06872,844,7,0
2014-01-15 23:00:00,1.06867,1.06989,1.06819,1.06861,1120,9,0
2014-01-16 00:00:00,1.06864,1.06898,1.05824,1.05965,3463,1,0
2014-01-16 01:00:00,1.05964,1.0597,1.05782,1.05856,2858,9,0
2014-01-16 02:00:00,1.05856,1.05922,1.05837,1.05869,1830,4,0
2014-01-16 03:00:00,1.05864,1.05891,1.05779,1.05799,1262,7,0
2014-01-16 04:00:00,1.05799,1.05847,1.05744,1.05825,1208,11,0
2014-01-16 05:00:00,1.05825,1.05905,1.05806,1.05901,1116,13,0
2014-01-16 06:00:00,1.059,1.05909,1.05744,1.05794,1571,8,0
2014-01-16 07:00:00,1.05785,1.05923,1.05719,1.0588,2358,2,0
2014-01-16 08:00:00,1.05879,1.05903,1.05701,1.05714,3004,9,0
2014-01-16 09:00:00,1.05712,1.05837,1.05669,1.05826,2244,9,0
2014-01-16 10:00:00,1.0583,1.05832,1.05668,1.05688,1834,8,0
2014-01-16 11:00:00,1.05689,1.05808,1.05675,1.05764,1911,7,0
2014-01-16 12:00:00,1.05764,1.05891,1.05742,1.0588,1902,12,0
2014-01-16 13:00:00,1.05876,1.0596700000000001,1.0577,1.0588899999999999,2444,7,0
2014-01-16 14:00:00,1.0588899999999999,1.05921,1.05814,1.05881,2201,4,0
2014-01-16 15:00:00,1.0588,1.05911,1.05586,1.05746,3154,7,0
2014-01-16 16:00:00,1.05744,1.05821,1.05703,1.05765,2063,12,0
2014-01-16 17:00:00,1.05765,1.05788,1.05598,1.0564,1430,10,0
2014-01-16 18:00:00,1.05637,1.05643,1.05416,1.05497,1191,1,0
2014-01-16 19:00:00,1.05497,1.0563,1.05494,1.05518,1308,4,0
2014-01-16 20:00:00,1.05518,1.05599,1.05511,1.05551,1247,12,0
2014-01-16 21:00:00,1.05551,1.06079,1.05504,1.05544,1583,6,0
2014-01-16 22:00:00,1.05528,1.0570599999999999,1.05524,1.05573,870,13,0
2014-01-16 23:00:00,1.05575,1.05654,1.05563,1.05648,903,15,0
2014-01-17 00:00:00,1.05651,1.05697,1.05589,1.05652,1526,3,0
2014-01-17 01:00:00,1.05652,1.06046,1.0564,1.05989,2032,1,0
2014-01-17 02:00:00,1.0599,1.06214,1.05918,1.06164,2404,9,0
2014-01-17 03:00:00,1.06164,1.06209,1.06095,1.06206,1251,7,0
2014-01-17 04:00:00,1.06208,1.06216,1.06088,1.06159,866,10,0
2014-01-17 05:00:00,1.06168,1.06212,1.06143,1.06208,1128,9,0
2014-01-17 06:00:00,1.06215,1.06217,1.06034,1.06048,1057,5,0
2014-01-17 07:00:00,1.06053,1.06318,1.05977,1.0625499999999999,1775,6,0
2014-01-17 08:00:00,1.06252,1.06273,1.06145,1.06264,1740,9,0
2014-01-17 09:00:00,1.06257,1.06462,1.06208,1.06402,2556,4,0
2014-01-17 10:00:00,1.06405,1.06415,1.06309,1.06384,1594,10,0
2014-01-17 11:00:00,1.06379,1.06379,1.06307,1.06335,1432,6,0
2014-01-17 12:00:00,1.06338,1.06388,1.06274,1.06346,1335,9,0
2014-01-17 13:00:00,1.06344,1.06396,1.06154,1.06254,2020,9,0
2014-01-17 14:00:00,1.06252,1.06279,1.06159,1.06209,1964,9,0
2014-01-17 15:00:00,1.06206,1.06375,1.06058,1.06374,3113,6,0
2014-01-17 16:00:00,1.06363,1.06372,1.0626,1.06285,1580,7,0
2014-01-17 17:00:00,1.06285,1.06312,1.06104,1.0615,1492,10,0
2014-01-17 18:00:00,1.06149,1.06268,1.06134,1.06233,1194,11,0
2014-01-17 19:00:00,1.06234,1.06254,1.06143,1.06171,954,12,0
2014-01-17 20:00:00,1.06182,1.06244,1.06144,1.06209,787,14,0
2014-01-17 21:00:00,1.06209,1.0635,1.06152,1.06194,1201,6,0
2014-01-19 00:00:00,1.06225,1.06323,1.06079,1.06253,1243,240,0
2014-01-19 23:00:00,1.06312,1.06356,1.06244,1.06294,850,1,0
2014-01-20 00:00:00,1.06296,1.06342,1.06141,1.06274,1688,5,0
2014-01-20 01:00:00,1.06274,1.06474,1.0626,1.06439,1410,1,0
2014-01-20 02:00:00,1.06449,1.0671599999999999,1.06382,1.06534,2340,3,0
2014-01-20 03:00:00,1.06534,1.06653,1.06459,1.06465,1528,11,0
2014-01-20 04:00:00,1.06465,1.06497,1.06384,1.06463,978,11,0
2014-01-20 05:00:00,1.06466,1.06494,1.06375,1.06475,938,7,0
2014-01-20 06:00:00,1.0647199999999999,1.06608,1.06459,1.06591,1010,12,0
2014-01-20 07:00:00,1.0659399999999999,1.06707,1.06564,1.06684,1349,12,0
2014-01-20 08:00:00,1.06684,1.07042,1.06639,1.06935,1882,9,0
2014-01-20 09:00:00,1.06935,1.06948,1.06684,1.06718,1655,5,0
2014-01-20 10:00:00,1.06721,1.06823,1.06674,1.0681,1035,3,0
2014-01-20 11:00:00,1.0681,1.06878,1.06732,1.06752,1261,5,0
2014-01-20 12:00:00,1.0675,1.06758,1.06678,1.06713,805,14,0
2014-01-20 13:00:00,1.06714,1.0673300000000001,1.06512,1.06512,1401,1,0
2014-01-20 14:00:00,1.06511,1.06538,1.06451,1.06482,1104,12,0
2014-01-20 15:00:00,1.06484,1.06658,1.06473,1.06494,1167,11,0
2014-01-20 16:00:00,1.06493,1.06554,1.06485,1.06504,792,8,0
2014-01-20 17:00:00,1.06504,1.06573,1.06484,1.06502,679,12,0
2014-01-20 18:00:00,1.06494,1.0657,1.06457,1.06499,827,12,0
2014-01-20 19:00:00,1.06499,1.06538,1.06462,1.06534,483,13,0
2014-01-20 20:00:00,1.06519,1.06598,1.06482,1.06523,1071,8,0
2014-01-20 21:00:00,1.06523,1.06597,1.05779,1.05789,2438,1,0
2014-01-20 22:00:00,1.0578400000000001,1.05969,1.05724,1.05759,1552,1,0
2014-01-20 23:00:00,1.05759,1.05938,1.05755,1.0588899999999999,1593,7,0
2014-01-21 00:00:00,1.0588899999999999,1.05918,1.0572,1.05792,1853,3,0
2014-01-21 01:00:00,1.0579,1.05914,1.05683,1.05884,2326,11,0
2014-01-21 02:00:00,1.05875,1.06024,1.05862,1.059,1952,4,0
2014-01-21 03:00:00,1.059,1.05945,1.05852,1.05902,1216,11,0
2014-01-21 04:00:00,1.059,1.05941,1.05884,1.05914,679,3,0
2014-01-21 05:00:00,1.05916,1.05944,1.0586,1.05888,1005,5,0
2014-01-21 06:00:00,1.05888,1.05939,1.0582799999999999,1.05839,1193,8,0
2014-01-21 07:00:00,1.05841,1.05917,1.05805,1.05844,1882,10,0
2014-01-21 08:00:00,1.05839,1.05862,1.05668,1.0575,2672,2,0
2014-01-21 09:00:00,1.0575,1.05801,1.05634,1.05738,1958,12,0
2014-01-21 10:00:00,1.05734,1.05752,1.05631,1.057,1430,11,0
2014-01-21 11:00:00,1.05697,1.05787,1.0566,1.05751,1499,6,0
2014-01-21 12:00:00,1.05758,1.05774,1.05704,1.05759,1636,10,0
2014-01-21 13:00:00,1.05759,1.05789,1.0565,1.05738,1745,12,0
2014-01-21 14:00:00,1.05738,1.05872,1.05707,1.05793,2176,7,0
2014-01-21 15:00:00,1.05786,1.0585,1.05649,1.05843,1937,3,0
2014-01-21 16:00:00,1.0584,1.05874,1.05788,1.05846,2093,7,0
2014-01-21 17:00:00,1.05843,1.05933,1.05834,1.0589,1294,8,0
2014-01-21 18:00:00,1.05884,1.0597,1.0587,1.05964,1160,9,0
2014-01-21 19:00:00,1.0596,1.0598,1.05854,1.05854,843,12,0
2014-01-21 20:00:00,1.05854,1.05982,1.05842,1.05944,1060,12,0
2014-01-21 21:00:00,1.05945,1.05979,1.05834,1.05839,807,5,0
2014-01-21 22:00:00,1.0584,1.05956,1.05799,1.05863,699,28,0
2014-01-21 23:00:00,1.05884,1.05983,1.05822,1.059,972,9,0
2014-01-22 00:00:00,1.05895,1.06584,1.05709,1.0656,3277,2,0
2014-01-22 01:00:00,1.06561,1.06641,1.06441,1.06571,1960,9,0
2014-01-22 02:00:00,1.06571,1.06578,1.06464,1.06495,1295,12,0
2014-01-22 03:00:00,1.06478,1.06598,1.06464,1.06596,1514,3,0
2014-01-22 04:00:00,1.0659399999999999,1.0662,1.06502,1.06534,1082,8,0
2014-01-22 05:00:00,1.06534,1.06558,1.06474,1.06499,1304,13,0
2014-01-22 06:00:00,1.06496,1.06534,1.06448,1.0646,1160,7,0
2014-01-22 07:00:00,1.06457,1.06639,1.0641,1.06551,2251,10,0
2014-01-22 08:00:00,1.06552,1.06682,1.06526,1.06647,1839,9,0
2014-01-22 09:00:00,1.06642,1.06718,1.065,1.06526,2072,7,0
2014-01-22 10:00:00,1.06529,1.0653299999999999,1.06448,1.06508,1761,10,0
2014-01-22 11:00:00,1.06506,1.06571,1.06476,1.06484,1578,11,0
2014-01-22 12:00:00,1.06484,1.06527,1.06381,1.06403,1657,12,0
2014-01-22 13:00:00,1.06401,1.06409,1.06332,1.06372,1739,10,0
2014-01-22 14:00:00,1.06378,1.06569,1.06369,1.06479,1768,6,0
2014-01-22 15:00:00,1.0648900000000001,1.06652,1.06457,1.0656,2971,9,0
2014-01-22 16:00:00,1.06559,1.06633,1.06403,1.06416,2353,10,0
2014-01-22 17:00:00,1.06414,1.06499,1.0639,1.06453,1275,10,0
2014-01-22 18:00:00,1.06456,1.06512,1.06419,1.06467,1023,11,0
2014-01-22 19:00:00,1.06468,1.06558,1.06439,1.06451,890,9,0
2014-01-22 20:00:00,1.06454,1.06557,1.06432,1.06435,1141,12,0
2014-01-22 21:00:00,1.06439,1.06563,1.06414,1.06474,1113,12,0
2014-01-22 22:00:00,1.06488,1.06555,1.06429,1.06471,879,16,0
2014-01-22 23:00:00,1.06467,1.06585,1.06434,1.06481,1365,10,0
2014-01-23 00:00:00,1.06484,1.06642,1.06438,1.06604,1842,2,0
2014-01-23 01:00:00,1.06607,1.06703,1.06285,1.06302,2368,2,0
2014-01-23 02:00:00,1.063,1.06338,1.06207,1.06236,1848,11,0
2014-01-23 03:00:00,1.06238,1.06319,1.06139,1.06287,1821,7,0
2014-01-23 04:00:00,1.0629,1.06317,1.06226,1.06244,1383,13,0
2014-01-23 05:00:00,1.06244,1.06296,1.06204,1.06223,1222,9,0
2014-01-23 06:00:00,1.06223,1.06301,1.06104,1.06115,1400,8,0
2014-01-23 07:00:00,1.06116,1.06213,1.06071,1.06105,2813,8,0
2014-01-23 08:00:00,1.06109,1.06124,1.05897,1.05945,2917,8,0
2014-01-23 09:00:00,1.05946,1.0601099999999999,1.05792,1.05819,1972,6,0
2014-01-23 10:00:00,1.05815,1.05877,1.05738,1.05738,1993,6,0
2014-01-23 11:00:00,1.05738,1.05773,1.05585,1.05614,2618,3,0
2014-01-23 12:00:00,1.05619,1.05719,1.05548,1.057,2250,7,0
2014-01-23 13:00:00,1.05703,1.05756,1.0557,1.0572,2639,1,0
2014-01-23 14:00:00,1.0572,1.05734,1.05481,1.0551,2789,2,0
2014-01-23 15:00:00,1.0552,1.05619,1.05343,1.0537,3086,5,0
2014-01-23 16:00:00,1.05368,1.05515,1.05366,1.05434,2169,10,0
2014-01-23 17:00:00,1.05436,1.0563,1.05294,1.05601,2948,2,0
2014-01-23 18:00:00,1.05599,1.05705,1.05553,1.05678,1672,5,0
2014-01-23 19:00:00,1.05681,1.05737,1.05429,1.05491,2024,4,0
2014-01-23 20:00:00,1.05491,1.05605,1.05451,1.05504,1524,3,0
2014-01-23 21:00:00,1.05511,1.0562,1.05473,1.05589,1040,3,0
